Handle,Title,Vendor,Type,Variant SKU,Image Src
thread-1,Thread Spools Set of Two,Carl Hayden,Arts,AZ-008-018-011-066-577,https://cdn.shopify.com/s/files/1/0185/5504/products/xprd840925.jpg?v=1402079516
fabric,Fabric,Carl Hayden,Arts,AZ-008-018-011-066-576,https://cdn.shopify.com/s/files/1/0185/5504/products/13417381.jpg?v=1402078832
cotton-fabric-with-a-pattern,Cotton Fabric,Carl Hayden,Arts,AZ-008-018-011-066-575,https://cdn.shopify.com/s/files/1/0185/5504/products/13157045.jpg?v=1402078462
thread,Thread,Carl Hayden,Arts,AZ-008-018-011-066-574,https://cdn.shopify.com/s/files/1/0185/5504/products/prd2916.jpg?v=1402078318
video-camcorder,Video Camcorder,Fairfax High,Athletics,AZ-008-018-009-062-573,https://cdn.shopify.com/s/files/1/0185/5504/products/0004683806411_180X180.jpg?v=1402078021
mat-mop,Mat Mop,Fairfax High,Athletics,AZ-008-018-009-062-572,https://cdn.shopify.com/s/files/1/0185/5504/products/MMH_1.jpg?v=1402077904
kettle-bell,Kettle Bell,Fairfax High,Athletics,AZ-008-018-009-062-571,https://cdn.shopify.com/s/files/1/0185/5504/products/0070255606921_150X150.jpg?v=1402077625
sandisk-cruzer-fit-16gb-usb-2-0,Flash Drive,Franklin Police and Fire,Activities,AZ-008-018-010-050-584,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2014-09-03_at_4.47.48_PM.png?v=1409852484
joanne-s-gift-cards,Joanne's Gift Cards,Carl Hayden,Arts,AZ-008-018-011-066-440,https://cdn.shopify.com/s/files/1/0185/5504/products/joanne_grande.png?v=1401476364
nike-striker-iii-short,Game shorts,Metro Tech,Athletics,AZ-008-018-013-043-569,https://cdn.shopify.com/s/files/1/0185/5504/products/64348.jpg?v=1401475140
adidas-tiro-13-short,Practice Shorts,Metro Tech,Athletics,AZ-008-018-013-043-568,https://cdn.shopify.com/s/files/1/0185/5504/products/53995.DGW.AP10.jpg?v=1401474938
kwik-goal-ladder,Kwik Goal Ladder,Metro Tech,Athletics,AZ-008-018-013-043-567,https://cdn.shopify.com/s/files/1/0185/5504/products/16a601_coa-kwik-goal-agility-ladder_detail_large.jpg?v=1401474852
goal-sporting-goods-graduated-hurdles-set-of-7,"Graduated Hurdles, Set of 7",Metro Tech,Athletics,AZ-008-018-013-043-566,https://cdn.shopify.com/s/files/1/0185/5504/products/watermarked_thumbnail.aspx.jpg?v=1401474718
soccer-wall-pro-training-free-kick-mannequin,Free Kick Mannequin,Metro Tech,Athletics,AZ-008-018-013-043-565,https://cdn.shopify.com/s/files/1/0185/5504/products/6272.FT01.jpg?v=1401474631
nike-us-soccer-club-team-medium-backpack-black,Team Backpack,Metro Tech,Athletics,AZ-008-018-013-043-564,https://cdn.shopify.com/s/files/1/0185/5504/products/thumb.aspx_cef0a96d-323e-46b0-8eb0-89768e7aa9c2.jpg?v=1401474519
nike-usa-mercurial-lite-shin-guards-white,Shin Guards,Metro Tech,Athletics,AZ-008-018-013-043-563,https://cdn.shopify.com/s/files/1/0185/5504/products/tshumb.aspx.jpg?v=1401474374
nike-soccer-gray-swoosh-t-shirt,Practice T-Shirts,Metro Tech,Athletics,AZ-008-018-013-043-562,https://cdn.shopify.com/s/files/1/0185/5504/products/thumb.aspx.jpg?v=1401474270
practice-jersey,Practice Jersey,South,Athletics,AZ-008-018-015-045-329,https://cdn.shopify.com/s/files/1/0185/5504/products/128-06lg.jpg?v=1400531440
hosa-balloons,HOSA Balloons,McClintock High,Academics,AZ-008-022-020-088-560,https://cdn.shopify.com/s/files/1/0185/5504/products/is.aspxsd.jpg?v=1400525641
graduation-stole,Graduation Stole,McClintock High,Academics,AZ-008-022-020-088-559,https://cdn.shopify.com/s/files/1/0185/5504/products/is.aspxs.jpg?v=1400525458
filler-pages,Filler Pages,McClintock High,Academics,AZ-008-022-020-088-558,https://cdn.shopify.com/s/files/1/0185/5504/products/is.aspx.jpg?v=1400525315
dry-erase-board-wipes,Dry Erase Board Wipes,Fairfax High,Academics,AZ-008-018-009-008-557,https://cdn.shopify.com/s/files/1/0185/5504/products/s0146668_sc7.jpg?v=1400524476
white-boards,White Boards,Fairfax High,Academics,AZ-008-018-009-008-556,https://cdn.shopify.com/s/files/1/0185/5504/products/s0429004_sc7.jpg?v=1400524279
black-expo-markers,Black Expo Markers,Fairfax High,Academics,AZ-008-018-009-008-555,https://cdn.shopify.com/s/files/1/0185/5504/products/s0735702_sc7.jpg?v=1400524168
bows,Bows,Camelback High,Athletics,AZ-008-018-005-016-554,https://cdn.shopify.com/s/files/1/0185/5504/products/cbisdotq_roy_1front.jpg?v=1400276130
cheer-bags,Cheer Bags,Camelback High,Athletics,AZ-008-018-005-016-553,https://cdn.shopify.com/s/files/1/0185/5504/products/tb1201ss_1front.jpg?v=1400276030
coaches-clipboard-whistle-field-cones-set-pack,"Coaches Clipboard, Whistle, Field Cones SET PACK",Fairfax High,Athletics,AZ-008-018-009-045-552,https://cdn.shopify.com/s/files/1/0185/5504/products/bcktrp.jpg?v=1400265584
diadora-calcio-duffel-bag,Duffel Bag,Fairfax High,Athletics,AZ-008-018-009-045-551,https://cdn.shopify.com/s/files/1/0185/5504/products/998310_110_1.jpg?v=1400265443
white-christmas-lights,White Christmas Lights,Franklin Police and Fire,Activities,AZ-008-018-010-050-546,https://cdn.shopify.com/s/files/1/0185/5504/products/1000x1000.jpg?v=1400264228
set-of-6-dodgeballs,Set of 6-Dodgeballs,Franklin Police and Fire,Activities,AZ-008-018-010-050-549,https://cdn.shopify.com/s/files/1/0185/5504/products/0071085800852_500X500.jpg?v=1400263973
stugo-binders,Set of 2: StuGo Binders,Franklin Police and Fire,Activities,AZ-008-018-010-050-547,https://cdn.shopify.com/s/files/1/0185/5504/products/B000GR7Q1I_main.jpg?v=1400263753
black-table-cloth,Round Table Cloth,Franklin Police and Fire,Activities,AZ-008-018-010-050-545,https://cdn.shopify.com/s/files/1/0185/5504/products/120-inch-round-polyester-tablecloth-black-default.jpg?v=1400263258
basketballs,Basketballs,Bostrom High,Activities,AZ-008-018-003-102-544,https://cdn.shopify.com/s/files/1/0185/5504/products/Basketball.png?v=1400263014
mesh-backpacks,Mesh Backpacks,Bostrom High,Activities,AZ-008-018-003-102-543,https://cdn.shopify.com/s/files/1/0185/5504/products/0002572539093_500X500.jpg?v=1400262826
ar-drone-cross-brace-replacement,AR Drone Cross Brace Replacement,Metro Tech,Academics,AZ-008-018-013-101-542,https://cdn.shopify.com/s/files/1/0185/5504/products/7124aE8HLKL._SL1500.jpg?v=1400262540
purple-socks,Purple Socks,Cesar Chavez High,Athletics,AZ-008-018-007-043-541,https://cdn.shopify.com/s/files/1/0185/5504/products/fvUG-v8A.B.jpg?v=1400098349
white-socks,White Socks,Cesar Chavez High,Athletics,AZ-008-018-007-043-540,https://cdn.shopify.com/s/files/1/0185/5504/products/adidas-metro-iii-soccer-socks-mens.jpg?v=1400098224
adidas-tournament-ball-bag,Adidas Tournament Ball Bag,Cesar Chavez High,Athletics,AZ-008-018-007-043-539,https://cdn.shopify.com/s/files/1/0185/5504/products/cgd_adidas-tournament-ball-bag-01.jpg?v=1400098012
catchers-mask-1,Catchers Mask,Camelback High,Athletics,AZ-008-018-005-046-537,https://cdn.shopify.com/s/files/1/0185/5504/products/512mPKgsBZL._SY300.jpg?v=1400097388
catchers-mask,Catchers Mask,Camelback High,Athletics,AZ-008-018-005-046-537,https://cdn.shopify.com/s/files/1/0185/5504/products/mHdXgKgIt94HQKy1lp4JGWA.jpg?v=1400097253
soccer-practice-balls-1,Soccer Practice Balls,Cesar Chavez High,Athletics,AZ-008-018-007-043-536,https://cdn.shopify.com/s/files/1/0185/5504/products/206453_md.jpg?v=1400089225
fbla-leadership-camp,FBLA Leadership Camp,North High,Academics,AZ-008-018-014-025-535,https://cdn.shopify.com/s/files/1/0185/5504/products/377198_503799622963832_1617423195_n.jpg?v=1400088769
fbla-pbl-graduation-cords,FBLA/PBL Graduation Cords,Alhambra High,Academics,AZ-008-018-001-025-534,https://cdn.shopify.com/s/files/1/0185/5504/products/FB3004_rg.jpg?v=1400087926
fbla-t-shirts-1,FBLA T-Shirts,Alhambra High,Academics,AZ-008-018-001-025-510,https://cdn.shopify.com/s/files/1/0185/5504/products/FB2002_rg.jpg?v=1400087711
sandisk-cruzer-blade-4gb-10-pack-usb-2-0-flash-drive-jump-drive-thumb-drive,8GB USB 2.0 Flash Drive (10 pack),Fairfax High,Academics,AZ-008-018-009-008-532,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2014-09-03_at_4.47.48_PM_c0d8218a-9a28-4da7-a040-9cfaa282a563.png?v=1409868551
turf-football-field-fairfax,Turf Football Field,Fairfax High,Activities,AZ-008-018-009-112-003,https://cdn.shopify.com/s/files/1/0185/5504/products/turf_2fa96690-e914-420f-bbae-726130e8ac31.jpg?v=1399316130
field-paint-fairfax,Field Paint,Fairfax High,Activities,AZ-008-018-009-112-531,https://cdn.shopify.com/s/files/1/0185/5504/products/AAPC-5020_250x0.jpg?v=1399315372
water-bottles,Water Bottles,South,Activities,AZ-008-018-015-111-205,https://cdn.shopify.com/s/files/1/0185/5504/products/Unknown.jpg?v=1398972958
water-cooler-1,Water Cooler,South,Activities,AZ-008-018-015-111-525,https://cdn.shopify.com/s/files/1/0185/5504/products/817206011316lg.jpg?v=1398971853
gift-card,Gift Card,Support My Club,Gift Card,,https://cdn.shopify.com/s/files/1/0185/5504/products/e38bd83af578077b65a31424bd24d085.png?v=1398295874
gift-card,,,,,
gift-card,,,,,
gift-card,,,,,
soccer-practice-balls,Soccer Practice Balls,South,Athletics,AZ-008-018-015-045-103,https://cdn.shopify.com/s/files/1/0185/5504/products/71IoS8b_vML._SL1200.jpg?v=1441818934
volleyball-summer-skills-camp,Volleyball Summer Skills Camp,Phoenix Collegiate Academy,Athletics,AZ-008-018-017-077-529,https://cdn.shopify.com/s/files/1/0185/5504/products/tumblr_mgjdttzhZ61r9nl9to1_500.png?v=1397852955
cheer-shoes-1,Cheer Shoes,Camelback High,Athletics,AZ-008-018-005-016-485,https://cdn.shopify.com/s/files/1/0185/5504/products/cheer_shoe.jpg?v=1397602287
tenor-sax-reeds,Tenor Saxophone Reeds,Camelback High,Arts,AZ-008-018-005-009-527,https://cdn.shopify.com/s/files/1/0185/5504/products/tenor_sax.jpg?v=1397587856
alto-sax-reeds,Alto Saxophone Reeds,Camelback High,Arts,AZ-008-018-005-009-528,https://cdn.shopify.com/s/files/1/0185/5504/products/Alto_sax.jpg?v=1397587673
clarinet-reeds,Clarinet Reeds,Camelback High,Arts,AZ-008-018-005-009-086,https://cdn.shopify.com/s/files/1/0185/5504/products/clarinet_reeds.jpg?v=1397586831
paper-roll,Paper Roll,McClintock High,Activities,AZ-008-022-020-092-466,https://cdn.shopify.com/s/files/1/0185/5504/products/paper_d21be196-e690-4a91-b6a0-ff286eeaa0af.jpg?v=1397581624
powershot-camera,Digital Camera,Central High,Activities,AZ-008-018-006-063-517,https://cdn.shopify.com/s/files/1/0185/5504/products/camera_7c78ee02-22f1-4aab-bc51-4c9829ece878.jpg?v=1412282280
coolpix-camera,Coolpix Camera,Central High,Activities,AZ-008-018-006-063-517,https://cdn.shopify.com/s/files/1/0185/5504/products/coolpix_camera.jpg?v=1397249736
volleyball-knee-pads,Volleyball Knee Pads,Phoenix Collegiate Academy,Athletics,AZ-008-018-017-077-524,https://cdn.shopify.com/s/files/1/0185/5504/products/71OMlkp3EcL._SL1236.jpg?v=1397008643
tachikara-volleyball-team-bag,Team Equipment Bag,Phoenix Collegiate Academy,Athletics,AZ-008-018-017-077-523,https://cdn.shopify.com/s/files/1/0185/5504/products/tachikara-volleyball-team-bag.jpg?v=1397008513
monopod,Monopod,McClintock High,Activities,AZ-008-022-020-110-522,https://cdn.shopify.com/s/files/1/0185/5504/products/monopod500_1_l.jpg?v=1397008102
printer-ink,Printer Ink,McClintock High,Activities,AZ-008-022-020-110-514,https://cdn.shopify.com/s/files/1/0185/5504/products/Printer-Ink-Waste2.jpg?v=1397007951
card-reader,Card Reader,McClintock High,Activities,AZ-008-022-020-110-241,https://cdn.shopify.com/s/files/1/0185/5504/products/pra3000.jpg?v=1397007718
printable-dvds,Printable DVDs,McClintock High,Activities,AZ-008-022-020-110-521,https://cdn.shopify.com/s/files/1/0185/5504/products/61cMEk9V6JL._SL1500.jpg?v=1397007572
headbands,Headbands,McClintock High,Athletics,AZ-008-022-020-053-519,https://cdn.shopify.com/s/files/1/0185/5504/products/pTSA-12241708dt.jpg?v=1397007414
tennis-racquet,Tennis Racquet,McClintock High,Athletics,AZ-008-018-020-053-518,https://cdn.shopify.com/s/files/1/0185/5504/products/p9833249p275w.jpg?v=1397007283
tournament-chess-set,Tournament Chess Set,Cesar Chavez High,Activities,AZ-008-018-007-017-516,https://cdn.shopify.com/s/files/1/0185/5504/products/20130530_0355__30651.1370360781.1200.1200.jpg?v=1396986298
dell-web-windows-tablet,Dell Web Windows Tablet,Metro Tech,Activities,AZ-008-018-013-099-515,https://cdn.shopify.com/s/files/1/0185/5504/products/cnet_dell_xps10_feature_02_300.jpg?v=1396986049
memory-cards,Memory Cards,McClintock High,Activities,AZ-008-022-020-110-142,https://cdn.shopify.com/s/files/1/0185/5504/products/51pB9NUDSSL._AA160.jpg?v=1396648075
gameday-socks,Gameday Socks,Phoenix Collegiate Academy,Athletics,AZ-008-026-017-077-496,https://cdn.shopify.com/s/files/1/0185/5504/products/socks.jpg?v=1396638788
volleyball-jersey,Volleyball Jersey,Phoenix Collegiate Academy,Athletics,AZ-008-026-017-077-495,https://cdn.shopify.com/s/files/1/0185/5504/products/eastbay-sleeveless-volleyball-jersey-womens.jpg?v=1396637804
catchers-helmet,Catchers Helmet,Camelback High,Athletics,AZ-008-018-005-046-512,https://cdn.shopify.com/s/files/1/0185/5504/products/cfli-black.jpg?v=1396561019
catcher-shin-guards,Catcher Shin Guards,Camelback High,Athletics,AZ-008-018-005-046-511,https://cdn.shopify.com/s/files/1/0185/5504/products/cfli-blackgunmetal.jpg?v=1396560911
fbla-t-shirts,FBLA T-Shirts,Camelback High,Academics,AZ-008-018-005-025-510,https://cdn.shopify.com/s/files/1/0185/5504/products/FB2119_rg.jpg?v=1396560782
arizona-science-center-admission,Arizona Science Center Admission,Camelback High,Academics,AZ-008-018-005-042-513,https://cdn.shopify.com/s/files/1/0185/5504/products/ascbuilding_homepage.png?v=1396560635
the-folding-table-cloth,The Folding Table Cloth,Cesar Chavez High,Activities,AZ-008-018-007-050-505,https://cdn.shopify.com/s/files/1/0185/5504/products/350-11767206-847__1.jpg?v=1396560458
weatherproof-two-way-radios-bundle,Weatherproof Two-Way Radio Bundle,Cesar Chavez High,Activities,AZ-008-018-007-050-504,https://cdn.shopify.com/s/files/1/0185/5504/products/350-800350-847__1.jpg?v=1396560164
canon-powershot-sx510-hs-digital-camera-bundle,Canon Powershot SX510 HS Digital Camera Bundle,Cesar Chavez High,Activities,AZ-008-018-007-050-503,https://cdn.shopify.com/s/files/1/0185/5504/products/350-798272-847__1.jpg?v=1396559941
plastic-letter-tray-6-tier-black,Plastic Letter Tray 6 Tier Black,Cesar Chavez High,Activities,AZ-008-018-007-050-502,https://cdn.shopify.com/s/files/1/0185/5504/products/350-116543-847__1.jpg?v=1396559780
dry-erase-marker-kit,Dry Erase Marker Kit,Cesar Chavez High,Activities,AZ-008-018-007-050-501,https://cdn.shopify.com/s/files/1/0185/5504/products/350-629628-847__1.jpg?v=1396559653
sharpie-permanent-marker-assorted-colors-12ct,Sharpie Permanent Marker Assorted Colors 12ct,Cesar Chavez High,Activities,AZ-008-018-007-050-500,https://cdn.shopify.com/s/files/1/0185/5504/products/350-860987-847__1.jpg?v=1396559544
softball-pants,Softball Pants,Cesar Chavez High,Athletics,AZ-008-018-007-046-169,https://cdn.shopify.com/s/files/1/0185/5504/products/alleson-womens-low-rise-softball-pants-closeout.jpg?v=1396387155
paint-brush-set-1,Paint Brush Set,Cesar Chavez High,Activities,AZ-008-018-007-050-508,https://cdn.shopify.com/s/files/1/0185/5504/products/dbe173d4-dc50-437b-b314-e695253e8b21_400.jpg?v=1396386800
purple-original-morphsuit,Purple Original Morphsuit,Cesar Chavez High,Activities,AZ-008-018-007-050-507,https://cdn.shopify.com/s/files/1/0185/5504/products/purple-original-morphsuit-1.jpg?v=1396386589
tempera-paint,Tempera Paint,Camelback High,Activities,AZ-008-018-005-050-467,https://cdn.shopify.com/s/files/1/0185/5504/products/BM_8040.jpg?v=1396386302
gift-cards,Gift Cards,Suns-Diamondbacks High,Activities,AZ-008-018-016-050-494,https://cdn.shopify.com/s/files/1/0185/5504/products/gift-card-1370463543.jpg?v=1396385486
monthly-bookkeeping-record-ledger,Monthly Bookkeeping Record Ledger,McClintock High,Activities,AZ-008-018-020-098-492,https://cdn.shopify.com/s/files/1/0185/5504/products/s0239558_sc7.jpg?v=1396384746
harkins-theatres-gift-card-s,Harkins Theatres Gift Card,McClintock High,Activities,AZ-008-022-020-098-491,https://cdn.shopify.com/s/files/1/0185/5504/products/harkins-giftcard.png?v=1396384599
micrometer,Micrometer,Metro Tech,Academics,AZ-008-018-013-041-489,https://cdn.shopify.com/s/files/1/0185/5504/products/image_16336.jpg?v=1396383818
calipers,Calipers,Metro Tech,Academics,AZ-008-018-013-041-488,https://cdn.shopify.com/s/files/1/0185/5504/products/1ae5a7d4-3846-4337-8bc9-4d5aab88f649_400.jpg?v=1396383693
4-drawer-tool-cabinet,4-Drawer Tool Cabinet,Metro Tech,Academics,AZ-008-018-013-041-487,https://cdn.shopify.com/s/files/1/0185/5504/products/6c164cb6-2464-4966-aeb6-07ba2adcfecb_400.jpg?v=1396383541
cheer-mats,Cheer Mats,Camelback High,Athletics,AZ-008-018-005-016-486,https://cdn.shopify.com/s/files/1/0185/5504/products/31vNHhCryyL.jpg?v=1396382850
dominos-pizza-gift-cards,Dominos Pizza Gift Cards,Camelback High,Activities,AZ-008-018-005-106-483,https://cdn.shopify.com/s/files/1/0185/5504/products/dominos_gift_card_deal.png?v=1396382022
pacon-corrugated-paper-sorter-storage-box,Corrugated Paper Sorter/Storage Box,Trevor Browne,Arts,AZ-008-018-004-055-481,https://cdn.shopify.com/s/files/1/0185/5504/products/0004517301310_500X500.jpg?v=1396381480
sterilite-3-drawer-wide-cart,Plastic Storage Cart,Trevor Browne,Arts,AZ-008-018-004-055-480,https://cdn.shopify.com/s/files/1/0185/5504/products/517baLlUgdL._SX522.jpg?v=1396381245
black-wooden-canes,Black Wooden Canes,Camelback High,Arts,AZ-008-018-005-084-479,https://cdn.shopify.com/s/files/1/0185/5504/products/60b.jpg?v=1396126873
portable-pa-system-2,Portable PA System,Camelback High,Arts,AZ-008-018-005-084-306,https://cdn.shopify.com/s/files/1/0185/5504/products/41mBvwf9xFL.jpg?v=1396126560
color-matching-duffel-bags,Color Matching Duffel Bags,Camelback High,Arts,AZ-008-018-005-084-477,https://cdn.shopify.com/s/files/1/0185/5504/products/81us3lp0jcL._SL1500.jpg?v=1396126378
reusable-water-bottles,Reusable Water Bottles,Camelback High,Arts,AZ-008-018-005-084-205,https://cdn.shopify.com/s/files/1/0185/5504/products/51e8pHYrDRL._SL1500.jpg?v=1396124771
garden-supplies,Garden Beds,Maryvale High,Activities,AZ-008-018-012-109-476,https://cdn.shopify.com/s/files/1/0185/5504/products/738432090855lg.jpg?v=1395948734
full-hd-60p-camcorder-hdr-cx330-b,Full HD 60p Camcorder HDR-CX330/B,Camelback High,Athletics,AZ-008-018-005-028-475,https://cdn.shopify.com/s/files/1/0185/5504/products/pSNYNA-HDRCX330_B_main_v500.png?v=1395204174
sure-grip-parade-gloves,Sure Grip Parade Gloves,Camelback High,Activities,AZ-008-018-005-036-474,https://cdn.shopify.com/s/files/1/0185/5504/products/1055_glove.jpg?v=1395203812
double-white-web-harness-flag-carrier,Double White Web Harness Flag Carrier,Camelback High,Activities,AZ-008-018-005-036-473,https://cdn.shopify.com/s/files/1/0185/5504/products/FlagCarrier1903and1902and19.jpg?v=1395203547
chapter-t-shirts,Chapter T-shirts,North High,Activities,AZ-008-018-014-013-113,https://cdn.shopify.com/s/files/1/0185/5504/products/BESTBUDDIES.jpg?v=1394603013
practice-test-on-cd,Practice Test on CD,McClintock High,Academics,AZ-008-022-020-023-472,https://cdn.shopify.com/s/files/1/0185/5504/products/cd.png?v=1394545472
fast-pitch-bat-beginners,Fast Pitch Bat (beginners),Camelback High,Athletics,AZ-008-018-005-046-470,https://cdn.shopify.com/s/files/1/0185/5504/products/bats.jpg?v=1394544964
